date,outbreak_type,outbreak_severity_0_5,total_patient_arrivals,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2020-05-20,Diarrheal,3,169,112,33,10,14,10,3,1,1,1,1,2,7,1,1,2,1,6,5,6,19,24,29,61,36,2,1,43,12,8,23,42,30,57,31,13,3,2,0,Watch
2020-05-21,Diarrheal,3,148,98,29,14,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,5,16,21,25,54,32,2,1,40,11,9,15,27,30,56,29,8,1,2,0,Watch
2020-05-22,Diarrheal,3,141,98,27,8,8,7,2,1,1,1,1,2,6,1,1,2,1,4,3,4,14,19,23,51,30,1,1,49,12,9,13,26,17,68,37,6,2,2,0,Watch
2020-05-23,Diarrheal,3,137,90,32,7,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,5,16,23,28,57,33,2,1,42,11,9,19,30,33,53,30,5,2,2,0,Watch
2020-05-24,Diarrheal,3,147,87,37,10,13,10,2,2,1,1,1,2,6,1,1,2,1,6,5,6,20,26,32,65,38,2,1,46,11,6,20,30,25,65,33,12,2,2,0,Watch
2020-05-25,Diarrheal,3,147,106,26,9,6,8,2,1,1,1,1,2,6,1,1,2,1,5,3,5,14,19,23,50,29,1,1,44,11,9,11,32,26,59,36,9,2,1,0,Watch
2020-05-26,Diarrheal,3,153,103,27,14,9,9,2,1,1,1,1,2,6,1,1,2,1,5,4,5,16,19,23,51,30,2,1,45,12,8,20,29,30,62,37,8,2,0,0,Watch
2020-05-27,Diarrheal,3,164,112,31,8,13,9,3,1,1,1,1,2,6,1,1,2,1,5,4,5,17,22,27,58,33,2,1,41,11,8,22,38,30,54,32,9,2,2,0,Watch
2020-05-28,Diarrheal,3,144,96,32,13,3,8,2,1,1,1,1,2,6,1,1,2,1,5,3,5,16,23,28,58,34,1,1,47,11,9,16,42,35,72,35,10,2,0,0,Watch
2020-05-29,Diarrheal,3,141,97,31,9,4,6,2,1,1,1,1,2,6,1,1,2,1,4,2,4,15,22,27,57,33,1,1,44,15,7,15,39,34,67,27,9,2,1,0,Watch
2020-05-30,Diarrheal,3,139,88,32,10,9,10,2,1,1,1,1,2,5,1,1,2,1,6,4,6,17,23,28,57,33,2,1,39,11,8,15,29,31,65,28,9,3,2,0,Watch
2020-05-31,Diarrheal,3,138,88,30,8,12,8,2,1,1,1,1,2,5,1,1,2,1,5,4,5,17,21,26,54,31,2,1,40,11,6,22,26,21,63,31,9,2,1,0,Watch
2020-06-01,Diarrheal,3,173,104,55,6,8,9,2,2,1,1,1,2,7,1,2,2,1,5,4,7,24,39,47,93,53,2,1,41,9,8,26,46,53,125,43,9,2,1,0,Watch
2020-06-02,Diarrheal,3,158,99,42,12,5,9,2,2,1,1,1,2,6,1,1,2,1,5,3,6,20,30,36,73,42,2,1,42,11,9,23,46,29,73,48,8,2,1,0,Watch
2020-06-03,Diarrheal,3,177,109,49,8,11,11,2,2,1,1,1,2,7,1,1,2,1,7,5,7,23,35,42,85,49,2,1,46,12,8,22,58,53,90,66,9,2,1,0,Watch
2020-06-04,Diarrheal,3,167,99,48,13,7,11,2,2,1,1,1,2,6,1,1,2,1,7,4,7,23,34,41,82,47,2,1,37,9,7,21,47,40,100,40,7,2,3,0,High
2020-06-05,Diarrheal,3,157,95,45,10,7,8,2,2,1,1,1,2,6,1,1,2,1,5,3,6,21,32,39,77,44,2,1,38,11,9,23,54,41,79,48,4,2,0,0,Watch
2020-06-06,Diarrheal,3,166,94,48,12,12,12,2,2,1,1,1,2,6,1,1,2,1,7,5,7,24,34,41,82,47,2,1,44,14,5,25,44,41,95,47,11,2,1,0,Watch
2020-06-07,Diarrheal,3,158,84,51,11,12,10,2,2,1,1,1,2,6,1,2,2,1,6,4,7,25,36,44,85,49,2,1,45,11,9,23,41,34,95,49,11,2,2,0,Watch
2020-06-08,Diarrheal,3,163,105,43,9,6,10,2,2,1,1,1,2,6,1,1,2,1,6,4,7,20,31,37,75,43,2,1,37,11,8,22,38,30,69,54,6,2,2,0,Watch
2020-06-09,Diarrheal,3,166,99,46,13,8,11,2,2,1,1,1,2,6,1,1,2,1,7,4,7,22,33,40,79,45,2,1,44,17,10,27,51,39,81,56,6,2,1,0,Watch
2020-06-10,None,0,141,94,29,6,12,8,2,1,1,1,1,2,6,1,1,2,1,5,4,4,16,6,14,53,23,2,1,42,14,8,20,13,12,58,30,9,2,1,0,Watch
2020-06-11,None,0,143,92,29,13,9,10,2,1,1,1,1,2,6,1,1,2,1,6,4,4,17,6,14,53,23,2,1,41,12,7,20,14,15,54,26,7,2,0,0,Normal
2020-06-12,None,0,136,91,29,9,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,4,15,6,14,53,22,2,1,38,10,9,19,13,18,58,19,6,2,1,0,Watch
2020-06-13,None,0,126,79,27,8,12,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,5,13,49,21,2,1,38,11,6,14,13,13,49,17,9,3,2,0,Watch
2020-06-14,None,0,119,73,30,6,10,9,2,1,1,1,1,2,5,1,1,1,1,5,4,4,15,6,14,53,22,2,1,54,11,8,12,15,16,51,29,9,2,2,0,Watch
2020-06-15,None,0,140,92,36,6,6,8,2,2,1,1,1,2,5,1,1,2,1,5,3,4,16,7,17,64,25,2,1,39,10,8,15,16,14,82,32,10,2,2,0,Watch
2020-06-16,None,0,130,86,23,13,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,14,5,11,44,19,1,1,43,11,8,12,12,14,60,21,11,2,1,0,Watch
2020-06-17,None,0,149,99,30,9,11,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,14,55,23,2,1,41,11,8,18,16,18,76,30,10,2,0,0,Normal
2020-06-18,None,0,139,88,32,12,7,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,6,15,57,23,2,1,41,9,8,17,16,14,62,29,7,2,1,0,Watch
2020-06-19,None,0,130,84,32,7,7,10,2,1,1,1,1,2,5,1,1,2,1,6,4,4,16,6,15,57,23,2,1,45,10,2,17,16,13,63,22,9,2,3,0,High
2020-06-20,None,0,126,75,32,7,12,8,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,6,15,56,23,2,1,46,11,7,16,16,20,77,27,9,1,1,0,Watch
2020-06-21,None,0,116,71,26,7,12,9,2,1,1,1,1,2,5,1,1,1,1,5,4,4,15,5,12,47,20,2,1,42,10,8,17,14,10,63,16,9,2,2,0,Watch
2020-06-22,None,0,134,87,31,9,7,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,6,14,56,23,2,1,40,10,5,20,16,11,57,21,11,2,2,0,Watch
2020-06-23,None,0,129,85,26,11,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,14,5,12,48,20,1,1,41,13,8,15,12,9,48,28,9,2,1,0,Watch
2020-06-24,None,0,150,100,28,8,14,10,2,1,1,1,1,2,6,1,1,2,1,6,5,4,16,6,13,52,22,2,1,42,13,7,17,15,16,71,31,10,2,0,0,Normal
2020-06-25,None,0,133,89,25,12,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,14,5,12,47,20,1,1,27,12,9,14,14,12,57,28,8,2,0,0,Normal
2020-06-26,None,0,123,78,33,6,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,15,6,15,58,24,2,1,43,12,6,19,13,16,79,26,11,2,0,0,Normal
2020-06-27,None,0,116,74,25,7,10,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,14,5,12,45,20,2,1,49,12,6,16,15,13,40,26,10,2,1,0,Watch
2020-06-28,None,0,120,74,28,8,10,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,15,6,13,50,21,2,1,41,11,9,13,15,13,52,21,10,2,1,0,Watch
2020-06-29,None,0,134,89,29,8,8,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,15,6,14,53,22,2,1,42,11,8,14,16,18,73,24,11,2,1,0,Watch
2020-06-30,None,0,138,85,32,13,8,10,2,1,1,1,1,2,5,1,1,2,1,6,4,4,17,6,15,57,23,2,1,40,11,11,18,14,17,51,26,8,2,1,0,Watch
2020-07-01,None,0,155,99,32,9,15,10,2,1,1,1,1,2,6,1,1,2,1,6,5,4,18,6,15,58,24,2,1,45,13,6,17,13,14,62,25,7,2,2,0,Watch
2020-07-02,None,0,132,83,29,13,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,4,16,6,14,52,22,2,1,44,11,8,16,12,10,62,30,8,2,1,0,Watch
2020-07-03,None,0,128,81,31,8,8,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,16,6,14,55,23,2,1,45,11,8,18,15,17,65,21,8,2,1,0,Watch
2020-07-04,None,0,121,70,35,6,10,8,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,7,16,60,25,2,1,44,16,10,17,16,14,63,26,7,2,1,0,Watch
2020-07-05,None,0,111,67,27,8,9,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,15,5,13,48,20,2,1,47,11,8,17,12,13,59,18,9,2,1,0,Watch
2020-07-06,None,0,146,91,42,5,8,8,2,2,1,1,1,2,6,1,1,2,1,5,3,4,19,8,19,73,29,2,1,44,14,6,21,15,24,89,32,10,2,0,0,Normal
2020-07-07,None,0,140,89,35,11,5,8,2,1,1,1,1,2,5,1,1,2,1,5,3,4,17,7,16,62,25,2,1,43,11,8,16,17,20,86,32,8,2,1,0,Watch
2020-07-08,None,0,148,96,32,8,12,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,15,58,24,2,1,35,11,8,15,15,12,69,26,9,1,2,0,Watch
2020-07-09,None,0,127,82,23,13,9,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,14,5,11,43,19,1,1,38,11,9,13,14,14,54,17,7,2,2,0,Watch
2020-07-10,None,0,117,80,22,9,6,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,4,10,41,18,1,1,38,9,9,13,13,8,56,19,14,2,1,0,Watch
2020-07-11,None,0,123,74,32,6,11,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,16,6,15,56,23,2,1,44,12,8,19,12,13,65,27,8,2,1,0,Watch
2020-07-12,None,0,112,70,24,8,10,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,14,5,11,43,18,1,1,46,9,8,13,14,10,58,17,11,2,3,0,High
2020-07-13,None,0,133,87,30,6,10,8,2,1,1,1,1,2,5,1,1,2,1,5,4,4,15,6,14,54,22,2,1,43,11,6,15,14,17,59,18,9,2,1,0,Watch
2020-07-14,None,0,142,88,38,11,5,8,2,2,1,1,1,2,6,1,1,2,1,5,3,4,18,7,18,66,27,2,1,34,11,5,19,18,14,85,34,10,2,1,0,Watch
2020-07-15,None,0,147,93,33,7,14,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,18,6,15,59,25,2,1,46,10,8,18,14,17,72,33,9,3,0,0,Normal
2020-07-16,None,0,139,86,35,11,7,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,18,7,16,62,25,2,1,44,11,6,18,16,19,57,29,9,2,1,0,Watch
2020-07-17,None,0,114,81,24,4,5,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,5,11,45,19,1,1,37,10,4,12,15,8,53,17,9,2,2,0,Watch
2020-07-18,None,0,123,68,38,4,13,8,2,2,1,1,1,2,5,1,1,2,1,5,4,4,19,7,18,64,26,2,1,46,11,5,23,18,15,89,25,9,2,2,0,Watch
2020-07-19,None,0,117,68,33,5,11,7,2,1,1,1,1,2,5,1,1,1,1,4,4,4,17,6,15,57,24,2,1,31,11,9,19,14,13,76,27,11,2,1,0,Watch
2020-07-20,None,0,136,87,35,7,7,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,7,16,62,25,2,1,45,9,7,22,15,13,59,22,8,2,3,0,High
2020-07-21,None,0,135,84,33,12,6,9,2,1,1,1,1,2,5,1,1,2,1,5,3,4,17,6,15,58,24,2,1,42,13,6,19,15,19,57,21,9,2,2,0,Watch
2020-07-22,None,0,147,100,24,7,16,9,2,1,1,1,1,2,6,1,1,2,1,5,5,3,15,5,11,46,20,2,1,43,12,7,16,15,13,52,24,9,2,0,0,Normal
2020-07-23,None,0,130,84,27,10,9,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,15,5,13,49,21,2,1,45,11,8,19,12,16,59,17,9,2,1,0,Watch
2020-07-24,None,0,121,82,27,7,5,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,5,13,49,21,1,1,46,8,9,14,13,13,66,22,12,2,0,0,Normal
2020-07-25,None,0,118,76,27,5,10,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,14,5,13,49,21,2,1,44,9,9,13,14,16,57,25,8,3,1,0,Watch
2020-07-26,Malaria,2,126,65,45,6,10,8,2,2,1,1,1,2,5,1,1,2,1,5,4,6,21,9,39,74,39,2,1,40,11,7,21,18,38,67,50,11,2,2,0,Watch
2020-07-27,Malaria,2,154,97,44,6,7,9,2,2,1,1,1,2,6,1,1,2,1,5,4,6,19,8,38,76,39,2,1,42,7,8,23,17,47,71,46,11,2,1,0,Watch
2020-07-28,Malaria,2,153,90,45,11,7,8,2,2,1,1,1,2,6,1,1,2,1,5,3,6,21,9,39,77,40,2,1,48,14,7,18,20,33,105,39,8,2,3,0,High
2020-07-29,Malaria,2,161,97,45,8,11,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,22,9,39,78,40,2,1,40,9,7,28,16,44,78,47,9,2,0,0,Watch
2020-07-30,Malaria,2,146,80,45,11,10,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,22,9,39,76,40,2,1,43,11,8,21,16,30,95,36,10,2,3,0,High
2020-07-31,Malaria,2,140,82,47,5,6,8,2,2,1,1,1,2,5,1,1,2,1,5,3,6,20,9,40,79,40,2,1,44,11,8,21,17,35,106,49,9,2,1,0,Watch
2020-08-01,Malaria,2,136,72,44,9,11,10,2,2,1,1,1,2,5,1,1,2,1,6,4,6,21,8,38,74,38,2,1,42,11,8,23,19,46,99,48,10,2,0,0,Watch
2020-08-02,Malaria,2,129,69,44,6,10,8,2,2,1,1,1,2,5,1,1,2,1,5,4,5,20,8,38,73,38,2,1,38,9,6,22,15,37,70,40,7,2,2,0,Watch
2020-08-03,Malaria,2,147,86,49,6,6,9,2,2,1,1,1,2,6,1,1,2,1,5,3,6,21,9,42,83,43,2,1,40,11,10,18,18,39,110,48,8,2,2,0,Watch
2020-08-04,Malaria,2,154,84,50,9,11,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,24,9,43,84,43,2,1,40,9,8,30,15,50,103,43,7,2,0,0,Watch
2020-08-05,Malaria,2,154,96,42,5,11,8,2,2,1,1,1,2,6,1,1,2,1,5,4,5,20,8,36,73,38,2,1,31,11,8,25,14,29,72,49,9,2,2,0,Watch
2020-08-06,Malaria,2,148,82,49,11,6,8,2,2,1,1,1,2,6,1,1,2,1,5,3,6,22,9,42,82,43,2,1,40,11,5,25,16,35,99,48,9,2,2,0,Watch
2020-08-07,Malaria,2,130,76,42,5,7,7,2,2,1,1,1,2,5,1,1,2,1,4,3,5,19,8,36,71,37,2,1,52,11,4,20,16,29,80,52,8,2,2,0,Watch
2020-08-08,Malaria,2,136,76,41,7,12,9,2,2,1,1,1,2,5,1,1,2,1,5,4,6,20,8,35,70,36,2,1,42,10,8,22,14,35,65,37,9,2,1,0,Watch
2020-08-09,Malaria,2,128,64,49,6,9,10,2,2,1,1,1,2,5,1,1,2,1,6,4,6,22,9,42,80,42,2,1,45,11,11,20,18,32,75,39,13,2,4,0,High
2020-08-10,Malaria,2,149,88,45,8,8,8,2,2,1,1,1,2,6,1,1,2,1,5,3,6,21,9,39,77,40,2,1,44,11,8,20,17,46,83,45,8,2,1,0,Watch
2020-08-11,Malaria,2,150,89,42,10,9,9,2,2,1,1,1,2,6,1,1,2,1,5,4,6,20,8,36,72,38,2,1,35,10,6,23,17,39,90,51,9,2,0,0,Watch
2020-08-12,Malaria,2,156,94,46,6,10,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,21,9,40,79,41,2,1,41,11,8,22,17,51,106,47,8,2,0,0,Watch
2020-08-13,Malaria,2,140,80,41,13,6,9,2,2,1,1,1,2,5,1,1,2,1,5,3,6,20,8,35,70,36,2,1,40,11,8,24,16,30,86,39,9,2,1,0,Watch
2020-08-14,Malaria,2,131,79,39,5,8,6,2,2,1,1,1,2,5,1,1,2,1,4,3,5,18,8,34,67,35,2,1,45,11,8,15,18,41,76,47,6,2,1,0,Watch
2020-08-15,Malaria,2,137,72,47,6,12,9,2,2,1,1,1,2,5,1,1,2,1,5,4,6,22,9,40,78,40,2,1,43,10,5,29,17,35,75,54,9,2,3,0,High
2020-08-16,Malaria,2,125,67,40,6,12,10,2,2,1,1,1,2,5,1,1,2,1,6,4,6,20,8,34,67,35,2,1,45,11,7,19,15,28,62,31,8,2,4,0,High
2020-08-17,Malaria,2,146,89,42,6,9,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,19,8,36,72,38,2,1,44,11,8,25,16,35,99,53,10,2,1,0,Watch
2020-08-18,Malaria,2,154,87,48,11,8,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,22,9,41,81,42,2,1,52,10,7,21,21,51,75,36,9,2,3,0,High
2020-08-19,Malaria,2,150,93,40,6,11,8,2,2,1,1,1,2,6,1,1,2,1,5,4,5,19,8,34,70,36,2,1,49,16,8,23,19,35,64,34,6,2,2,0,Watch
2020-08-20,Malaria,2,146,80,50,9,7,10,2,2,1,1,1,2,6,1,1,2,1,6,4,6,22,9,43,83,43,2,1,44,9,11,23,15,57,75,58,10,2,1,0,Watch
2020-08-21,None,0,116,81,24,4,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,5,11,45,19,1,1,44,9,10,13,12,11,49,26,9,2,0,0,Normal
2020-08-22,None,0,105,66,23,5,11,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,13,5,11,42,18,2,1,36,11,6,11,14,10,55,19,9,2,2,0,Watch
2020-08-23,None,0,106,65,24,6,11,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,14,5,11,43,18,2,1,46,9,7,16,13,12,45,24,9,2,0,0,Normal
2020-08-24,None,0,121,90,21,6,4,6,2,1,1,1,1,2,5,1,1,2,1,4,2,3,11,4,10,41,18,1,1,45,14,8,11,12,10,37,16,10,2,2,0,Watch
2020-08-25,None,0,130,91,24,11,4,6,2,1,1,1,1,2,5,1,1,2,1,4,2,3,13,5,11,46,19,1,1,49,11,7,15,15,12,53,21,9,2,0,0,Normal
2020-08-26,None,0,141,98,23,6,14,8,2,1,1,1,1,2,6,1,1,2,1,5,4,3,14,5,11,45,20,2,1,34,10,11,12,12,8,46,17,8,2,3,0,High
2020-08-27,None,0,128,85,27,11,5,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,14,5,13,49,21,1,1,40,9,6,15,12,12,54,19,6,2,2,0,Watch
2020-08-28,None,0,119,79,29,5,6,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,14,6,14,52,22,1,1,52,13,10,12,13,17,64,26,10,2,1,0,Watch
2020-08-29,None,0,110,69,25,5,11,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,14,5,12,45,19,2,1,44,10,7,16,13,9,41,20,6,2,2,0,Watch
2020-08-30,None,0,105,62,27,7,9,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,14,5,13,47,20,2,1,36,11,10,17,14,13,52,18,9,2,1,0,Watch
2020-08-31,None,0,123,88,20,7,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,39,17,1,1,32,9,8,13,11,9,48,22,7,2,0,0,Normal
2020-09-01,Dengue,3,162,87,58,10,7,12,2,2,1,1,1,2,6,1,2,2,1,7,4,8,25,11,50,96,55,2,1,39,11,8,25,22,65,117,49,9,2,1,0,Watch
2020-09-02,Dengue,3,183,102,64,4,13,13,2,2,1,1,1,3,7,1,2,2,1,8,5,9,28,12,55,107,62,3,1,32,10,9,27,21,66,123,70,12,2,1,0,Watch
2020-09-03,Dengue,3,166,85,63,11,7,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,27,12,54,103,59,2,1,38,9,8,34,21,50,116,72,11,1,1,0,Watch
2020-09-04,Dengue,3,153,80,58,7,8,9,2,2,1,1,1,2,6,1,2,2,1,5,4,7,25,11,50,95,55,2,1,36,13,11,31,19,41,127,75,9,1,1,0,Watch
2020-09-05,Dengue,3,154,75,63,6,10,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,27,12,54,102,59,2,1,41,11,7,24,24,66,121,62,9,2,2,0,Watch
2020-09-06,Dengue,3,150,70,64,6,10,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,27,12,55,103,60,2,1,44,12,10,34,23,60,97,64,9,1,1,0,Watch
2020-09-07,Dengue,3,167,91,64,6,6,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,26,12,55,106,60,2,1,42,14,13,27,24,56,127,65,14,2,0,0,Watch
2020-09-08,Dengue,3,167,88,60,11,8,12,2,2,1,1,1,2,6,1,2,2,1,7,4,8,27,11,51,99,56,2,1,37,11,7,32,21,50,103,79,10,2,2,0,Watch
2020-09-09,Dengue,3,177,101,54,6,16,12,2,2,1,1,1,2,7,1,2,2,1,7,5,8,26,10,46,92,53,2,1,39,11,4,25,16,61,121,56,9,2,2,0,Watch
2020-09-10,Dengue,3,171,82,68,11,10,12,2,2,1,1,1,2,7,1,2,2,1,7,5,9,30,13,58,111,64,3,1,45,11,8,27,19,49,122,71,8,2,3,0,High
2020-09-11,Dengue,3,163,88,62,4,9,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,12,53,102,58,2,1,38,12,9,32,25,41,134,68,9,2,1,0,Watch
2020-09-12,Dengue,3,147,72,63,4,8,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,12,54,102,59,2,1,34,12,8,28,17,69,99,79,12,2,1,0,Watch
2020-09-13,Dengue,3,150,69,62,5,14,11,2,2,1,1,1,2,6,1,2,2,1,7,5,8,28,12,53,100,58,3,1,41,13,8,25,19,44,127,52,7,2,3,0,High
2020-09-14,Dengue,3,163,91,61,4,7,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,25,11,52,101,57,2,1,46,12,4,23,21,57,136,72,7,2,2,0,Watch
2020-09-15,Dengue,3,160,90,52,12,6,11,2,2,1,1,1,2,6,1,1,2,1,7,4,7,23,10,45,87,50,2,1,42,16,10,24,22,34,116,68,9,1,1,0,Watch
2020-09-16,Dengue,3,176,99,59,7,11,11,2,2,1,1,1,2,7,1,2,2,1,7,5,8,26,11,51,99,57,2,1,42,11,8,24,19,48,113,78,5,2,2,0,Watch
2020-09-17,Dengue,3,157,87,54,9,7,10,2,2,1,1,1,2,6,1,2,2,1,6,4,7,24,10,46,90,52,2,1,46,11,7,28,20,42,96,71,7,2,1,0,Watch
2020-09-18,Dengue,3,154,86,56,6,6,10,2,2,1,1,1,2,6,1,2,2,1,6,4,7,23,11,48,93,53,2,1,47,9,7,23,21,54,102,43,12,2,1,0,Watch
2020-09-19,Dengue,3,158,83,58,6,11,9,2,2,1,1,1,2,6,1,2,2,1,5,4,7,26,11,50,96,55,2,1,36,8,11,26,20,51,86,77,9,2,1,0,Watch
2020-09-20,Dengue,3,139,68,57,4,10,9,2,2,1,1,1,2,5,1,2,2,1,5,4,7,24,11,49,93,53,2,1,40,10,5,26,17,41,94,73,8,2,2,0,Watch
2020-09-21,Dengue,3,164,93,59,5,7,9,2,2,1,1,1,2,6,1,2,2,1,5,4,7,24,11,51,98,56,2,1,47,9,8,23,18,53,127,63,8,1,1,0,Watch
2020-09-22,Dengue,3,172,91,63,11,7,12,2,2,1,1,1,2,7,1,2,2,1,7,4,9,27,12,54,104,60,2,1,39,12,6,25,21,40,108,72,9,2,3,0,High
2020-09-23,Dengue,3,181,106,58,5,12,11,2,2,1,1,1,3,7,1,2,2,1,7,5,8,26,11,50,98,57,2,1,38,7,10,33,20,49,116,74,7,2,1,0,Watch
2020-09-24,Dengue,3,165,88,63,10,4,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,26,12,54,104,59,2,1,42,11,9,24,25,51,129,71,11,2,2,0,Watch
2020-09-25,Dengue,3,150,83,57,5,5,9,2,2,1,1,1,2,6,1,2,2,1,5,3,7,23,11,49,94,54,2,1,45,11,9,28,23,40,122,74,12,1,1,0,Watch
2020-09-26,Dengue,3,159,77,65,5,12,12,2,2,1,1,1,2,6,1,2,2,1,7,5,9,28,12,56,106,60,3,1,42,11,7,37,20,54,139,75,7,2,2,0,Watch
2020-09-27,Dengue,3,143,68,62,5,8,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,12,53,100,58,2,1,47,12,10,24,19,66,109,64,6,3,1,0,Watch
2020-09-28,Dengue,3,168,90,68,4,6,11,2,2,1,1,1,2,6,1,2,2,1,7,4,9,27,13,58,111,63,2,1,42,8,7,24,25,55,142,52,10,2,4,0,High
2020-09-29,Dengue,3,165,89,60,9,7,11,2,2,1,1,1,2,6,1,2,2,1,7,4,8,26,11,51,99,56,2,1,53,12,8,32,23,39,93,73,9,2,2,0,Watch
2020-09-30,Dengue,3,172,99,56,5,12,12,2,2,1,1,1,2,7,1,2,2,1,7,5,8,25,11,48,94,54,2,1,49,11,6,33,23,61,124,75,7,2,1,0,Watch
2020-10-01,Dengue,3,150,86,47,10,7,10,2,2,1,1,1,2,6,1,1,2,1,6,4,7,22,9,40,80,46,2,1,46,8,10,21,17,42,77,47,6,2,2,0,Watch
2020-10-02,Dengue,3,151,88,49,6,8,9,2,2,1,1,1,2,6,1,1,2,1,5,4,7,22,9,42,83,48,2,1,39,12,7,26,16,44,94,40,9,2,1,0,Watch
2020-10-03,Dengue,3,137,78,43,6,10,8,2,2,1,1,1,2,5,1,1,2,1,5,4,6,20,8,37,73,42,2,1,44,12,9,19,19,46,66,34,8,2,3,0,High
2020-10-04,Dengue,3,134,68,49,4,13,8,2,2,1,1,1,2,5,1,1,2,1,5,4,6,23,9,42,81,47,2,1,41,10,8,19,18,35,105,38,8,2,3,0,High
2020-10-05,Dengue,3,164,97,45,4,18,10,2,2,1,1,1,2,6,1,1,2,1,6,5,7,23,9,39,78,44,2,1,46,9,9,22,20,51,78,42,8,2,2,0,Watch
2020-10-06,Dengue,3,169,96,46,10,17,11,2,2,1,1,1,2,7,1,1,2,1,7,5,7,24,9,40,79,46,2,1,45,10,8,22,17,44,90,58,10,2,1,0,Watch
2020-10-07,Dengue,3,163,99,48,6,10,10,2,2,1,1,1,2,6,1,1,2,1,6,4,7,22,9,41,82,47,2,1,48,9,8,20,17,52,89,45,10,2,2,0,Watch
2020-10-08,Dengue,3,152,93,46,9,4,9,2,2,1,1,1,2,6,1,1,2,1,5,3,6,20,9,40,79,45,2,1,40,11,7,18,17,34,96,62,9,2,2,0,Watch
2020-10-09,Dengue,3,162,92,48,6,16,10,2,2,1,1,1,2,6,1,1,2,1,6,5,7,24,9,41,82,47,2,1,40,13,9,31,19,49,89,66,11,2,0,0,Watch
