date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,emergency_scenario_type,emergency_scenario_severity_0_5,vector_borne_cases,respiratory_cases,gastrointestinal_cases,other_fever_cases,severe_respiratory_cases,pediatric_cases,antenatal_cases,obstetric_emergency_cases,immunization_visits,oxygen_support_cases,required_oxygen_cylinders,available_oxygen_cylinders,oxygen_shortage_units,oxygen_shortage_flag,total_general_beds,occupied_general_beds,expected_general_discharges,out_of_service_general_beds,available_general_beds,projected_general_occupancy,overflow_general_patients,required_general_beds,total_emergency_beds,occupied_emergency_beds,expected_emergency_discharges,out_of_service_emergency_beds,available_emergency_beds,projected_emergency_occupancy,overflow_emergency_patients,required_emergency_beds,total_isolation_beds,occupied_isolation_beds,expected_isolation_discharges,out_of_service_isolation_beds,available_isolation_beds,projected_isolation_occupancy,overflow_isolation_patients,required_isolation_beds,overflow_patients,opening_stock_iv_fluids,received_iv_fluids,used_iv_fluids,expired_iv_fluids,closing_stock_iv_fluids,required_iv_fluids,iv_fluids_shortage_units,iv_fluids_reorder_flag,opening_stock_ors,received_ors,used_ors,expired_ors,closing_stock_ors,required_ors,ors_shortage_units,ors_reorder_flag,opening_stock_diagnostic_test_kits,received_diagnostic_test_kits,used_diagnostic_test_kits,expired_diagnostic_test_kits,closing_stock_diagnostic_test_kits,required_diagnostic_test_kits,diagnostic_test_kits_shortage_units,diagnostic_test_kits_reorder_flag,opening_stock_antipyretics,received_antipyretics,used_antipyretics,expired_antipyretics,closing_stock_antipyretics,required_antipyretics,antipyretics_shortage_units,antipyretics_reorder_flag,opening_stock_ppe_kits,received_ppe_kits,used_ppe_kits,expired_ppe_kits,closing_stock_ppe_kits,required_ppe_kits,ppe_kits_shortage_units,ppe_kits_reorder_flag,minimum_obgyn_coverage,required_obgyn_duty_hours,obgyn_on_call_required,obgyn_shortage_flag,minimum_pediatrician_coverage,required_pediatrician_duty_hours,pediatrician_on_call_required,pediatrician_shortage_flag,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_ambulances,available_ambulances,ambulance_shortage_units,ambulance_shortage_flag,resource_shortage_count,emergency_risk_level
2020-02-05,Wednesday,3,6,2,Winter,0,0,0,1,0,0,1,0.0,21.6,14.5,60.7,Respiratory,3,1,4,108,40,8,13,11,169,164.0,158.0,171.0,157.57,7.23,178.0,156.57,None,0,3,30,3,4,9,3,2,1,2,11,11,8,3,1,28,25,2,0,3,25,0,25,10,4,2,1,5,4,0,4,28,20,4,0,8,20,0,20,0,385,0,20,1,364,20,0,0,280,0,7,1,272,7,0,0,272,0,20,0,252,20,0,0,294,0,41,1,252,41,0,0,386,0,31,0,355,31,0,0,2,12,1,0,1,8,0,0,3,2,2,1,1,3,8,1,1,1,1,1,2,0,0,1,Watch
2020-02-06,Thursday,4,6,2,Winter,0,0,0,0,0,1,0,0.0,23.3,14.9,53.3,,0,0,0,84,17,12,10,8,123,169.0,164.0,154.0,157.29,6.71,155.0,155.93,None,0,7,6,3,1,0,0,8,1,3,1,3,6,0,0,28,18,13,1,9,18,0,18,10,4,1,1,5,4,0,4,28,21,0,2,5,21,0,21,0,364,0,13,1,350,13,0,0,272,0,4,1,267,4,0,0,252,0,12,0,240,12,0,0,252,0,20,0,232,20,0,0,355,0,5,0,350,5,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,7,2,1,1,1,1,2,0,0,0,Normal
2020-02-07,Friday,5,6,2,Winter,0,0,0,0,0,0,0,0.1,23.6,18.1,50.4,,0,0,0,82,20,8,7,7,117,123.0,169.0,157.0,152.86,13.85,147.0,153.64,None,0,8,3,5,4,0,3,2,1,2,1,3,4,0,0,28,16,6,2,10,16,0,16,10,2,3,0,8,2,0,2,28,12,11,1,15,12,0,12,0,350,0,13,1,336,13,0,0,267,0,6,1,260,6,0,0,240,0,13,0,227,13,0,0,932,700,23,2,907,23,0,0,350,0,6,0,344,6,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2020-02-08,Saturday,6,6,2,Winter,1,0,0,0,0,0,0,0.0,24.1,14.1,50.5,,0,0,0,76,18,7,13,8,114,117.0,123.0,150.0,147.14,18.45,150.0,151.5,None,0,3,12,2,1,0,3,3,0,1,2,4,5,0,0,28,15,4,2,11,15,0,15,10,4,1,1,5,4,0,4,28,12,2,2,14,12,0,12,0,336,0,13,1,322,13,0,0,260,0,4,1,255,4,0,0,227,0,11,0,216,11,0,0,907,0,20,2,885,20,0,0,344,0,10,0,334,10,0,0,2,8,0,0,1,8,0,0,2,1,2,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2020-02-09,Sunday,7,6,2,Winter,1,0,0,0,0,0,0,0.0,24.5,15.3,55.2,,0,0,0,70,22,5,9,6,106,114.0,117.0,149.0,142.0,21.67,141.0,148.93,None,0,4,8,8,2,1,2,0,1,2,2,4,8,0,0,28,15,3,2,11,15,0,15,10,5,0,2,3,5,0,5,28,12,2,1,15,12,0,12,0,322,0,13,1,308,13,0,0,255,0,9,0,246,9,0,0,216,0,12,0,204,12,0,0,885,0,23,2,860,23,0,0,334,0,9,0,325,9,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2020-02-10,Monday,1,7,2,Winter,0,0,0,0,0,0,0,0.0,23.7,16.0,49.6,,0,0,0,96,16,7,5,5,124,106.0,114.0,158.0,135.86,24.7,158.0,146.43,None,0,5,5,3,3,1,5,1,1,0,2,4,4,0,0,28,9,7,0,19,9,0,9,10,8,0,1,1,8,0,8,28,9,4,2,17,9,0,9,0,308,0,9,1,298,9,0,0,246,0,4,0,242,4,0,0,204,0,11,0,193,11,0,1,860,0,20,2,838,20,0,0,325,0,5,0,320,5,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2020-02-11,Tuesday,2,7,2,Winter,0,0,0,0,0,1,0,0.0,24.2,17.3,49.6,,0,0,0,90,18,11,8,7,127,124.0,106.0,164.0,131.0,23.16,160.0,144.0,None,0,4,6,4,4,0,2,7,0,2,1,3,8,0,0,28,9,3,2,17,9,0,9,10,5,5,1,4,5,0,5,28,8,3,1,19,8,0,8,0,298,0,12,1,285,12,0,0,242,0,5,0,237,5,0,0,193,0,12,0,181,12,0,0,838,0,22,2,814,22,0,0,320,0,7,0,313,7,0,0,2,8,1,0,1,8,0,0,2,1,1,1,1,2,5,2,1,1,1,1,3,0,0,0,Normal
2020-02-12,Wednesday,3,7,2,Winter,0,0,0,1,0,0,1,0.0,25.5,17.5,53.1,,0,0,0,97,22,9,12,9,140,127.0,124.0,169.0,125.71,18.85,171.0,141.64,None,0,8,9,4,1,0,1,2,3,3,2,4,8,0,0,28,7,5,0,21,7,0,7,10,8,2,0,2,8,0,8,28,7,2,1,20,7,0,7,0,285,0,15,1,269,15,0,0,237,0,6,0,231,6,0,0,181,0,14,0,167,14,0,0,814,0,25,2,787,25,0,0,313,0,6,0,307,6,0,0,2,20,1,1,1,8,0,0,3,1,1,1,2,2,5,1,1,1,1,1,3,0,0,1,Watch
2020-02-13,Thursday,4,7,2,Winter,0,0,0,0,0,1,0,0.0,27.8,17.5,55.7,,0,0,0,82,17,13,7,7,119,140.0,127.0,123.0,121.57,9.98,154.0,139.43,None,0,8,5,3,1,1,5,5,1,2,2,4,5,0,0,28,11,2,2,15,11,0,11,10,1,8,0,9,1,0,1,28,5,2,2,21,5,0,5,0,269,0,12,1,256,12,0,0,231,0,4,0,227,4,0,0,167,0,12,0,155,12,0,0,787,0,20,2,765,20,0,0,307,0,3,0,304,3,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,5,2,1,1,1,1,3,0,0,1,Watch
2020-02-14,Friday,5,7,2,Winter,0,0,0,0,0,0,0,0.0,23.5,16.3,54.4,,0,0,0,82,18,7,3,4,110,119.0,140.0,117.0,121.0,10.0,157.0,136.93,None,0,5,6,2,5,0,4,1,1,1,1,3,6,0,0,28,10,3,0,18,10,0,10,10,1,1,0,9,1,0,1,28,5,1,0,23,5,0,5,0,256,0,8,0,248,8,0,0,227,0,4,0,223,4,0,0,155,0,11,0,144,11,0,0,765,0,21,1,743,21,0,0,304,0,5,0,299,5,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,5,1,1,1,1,1,3,0,0,0,Normal
2020-02-15,Saturday,6,7,2,Winter,1,0,0,0,0,0,0,0.0,21.6,16.3,54.5,,0,0,0,76,20,7,12,8,115,110.0,119.0,114.0,120.0,10.68,150.0,133.57,None,0,5,5,9,1,1,4,2,1,0,2,4,6,0,0,28,11,4,0,17,11,0,11,10,1,1,2,7,1,0,1,28,6,1,1,21,6,0,6,0,248,0,15,0,233,15,0,0,223,0,10,0,213,10,0,0,144,0,12,0,132,12,0,0,743,0,22,1,720,22,0,0,299,0,7,0,292,7,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,5,1,1,1,1,1,2,0,0,0,Normal
2020-02-16,Sunday,7,7,2,Winter,1,0,0,0,0,0,0,0.0,23.8,15.1,48.5,,0,0,0,71,18,7,11,7,107,115.0,110.0,106.0,120.14,10.6,149.0,131.07,None,0,6,6,5,1,1,1,4,1,1,2,4,7,0,0,28,13,1,1,14,13,0,13,10,2,1,0,8,2,0,2,28,8,0,0,20,8,0,8,0,233,0,13,0,220,13,0,0,213,0,6,0,207,6,0,0,412,280,11,0,401,11,0,0,720,0,20,1,699,20,0,0,292,0,8,0,284,8,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,4,0,0,0,Normal
2020-02-17,Monday,1,8,2,Winter,0,0,0,0,0,0,0,0.3,25.9,16.1,58.1,,0,0,0,95,19,7,4,6,125,107.0,115.0,124.0,120.29,10.42,158.0,128.07,None,0,4,8,2,5,2,2,4,0,1,3,5,7,0,0,28,16,2,1,11,16,0,16,10,1,1,0,9,1,0,1,28,7,2,0,21,7,0,7,0,220,0,11,0,209,11,0,0,207,0,4,0,203,4,0,0,401,0,12,0,389,12,0,0,699,0,23,1,675,23,0,0,284,0,8,0,276,8,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2020-02-18,Tuesday,2,8,2,Winter,0,0,0,0,0,1,0,0.0,22.3,13.1,55.4,,0,0,0,88,20,13,10,8,131,125.0,107.0,127.0,120.43,10.47,164.0,125.71,None,0,7,4,4,5,1,4,4,3,2,2,4,4,0,0,28,17,5,1,10,17,0,17,10,1,1,2,7,1,0,1,28,6,2,0,22,6,0,6,0,209,0,14,0,195,14,0,1,203,0,6,0,197,6,0,0,389,0,13,0,376,13,0,0,675,0,23,1,651,23,0,0,276,0,5,0,271,5,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,6,2,1,1,1,1,3,0,0,1,Watch
2020-02-19,Wednesday,3,8,2,Winter,0,0,0,1,0,0,1,0.0,26.7,18.6,50.4,,0,0,0,95,19,9,13,10,136,131.0,125.0,140.0,121.0,10.92,169.0,123.36,None,0,6,5,7,1,1,4,1,2,2,2,4,5,0,0,28,16,6,1,11,16,0,16,10,3,0,2,5,3,0,3,28,9,0,2,17,9,0,9,0,195,0,17,0,178,17,0,0,197,0,8,0,189,8,0,0,376,0,13,0,363,13,0,0,651,0,23,1,627,23,0,0,271,0,9,0,262,9,0,0,2,20,1,1,1,8,1,0,2,1,2,1,2,2,6,1,1,1,1,1,3,0,0,1,Watch
2020-02-20,Thursday,4,8,2,Winter,0,0,0,0,1,1,0,0.9,27.6,20.0,50.3,,0,0,0,93,19,16,9,7,137,136.0,131.0,119.0,120.43,9.97,123.0,121.0,None,0,3,6,4,6,1,7,6,0,3,2,4,8,0,0,28,15,6,2,11,15,0,15,10,2,1,0,8,2,0,2,28,10,1,2,16,10,0,10,0,178,0,12,0,166,12,0,0,189,0,6,0,183,6,0,0,363,0,12,0,351,12,0,0,627,0,23,1,603,23,0,0,262,0,8,0,254,8,0,0,2,16,1,1,1,20,1,1,2,1,1,2,2,2,6,2,1,1,1,1,4,0,0,2,Watch
2020-02-21,Friday,5,8,2,Winter,0,0,0,0,0,0,0,0.0,21.8,12.8,49.3,,0,0,0,90,19,8,6,6,123,137.0,136.0,110.0,123.0,11.48,117.0,122.0,None,0,4,8,4,3,1,1,7,0,0,2,4,5,0,0,28,18,1,1,9,18,0,18,10,1,2,2,7,1,0,1,28,10,1,2,16,10,0,10,0,166,0,11,0,155,11,0,0,183,0,6,0,177,6,0,0,351,0,12,0,339,12,0,0,603,0,22,1,580,22,0,0,254,0,7,0,247,7,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2020-02-22,Saturday,6,8,2,Winter,1,0,0,0,0,0,0,2.2,21.7,13.4,52.8,,0,0,0,72,19,6,12,8,109,123.0,137.0,115.0,124.86,10.2,114.0,122.43,None,0,8,5,4,2,0,3,3,0,0,1,3,5,0,0,28,19,1,2,7,19,0,19,10,3,1,1,6,3,0,3,28,11,2,2,15,11,0,11,0,155,0,14,0,141,14,0,0,177,0,6,0,171,6,0,0,339,0,12,0,327,12,0,0,580,0,21,1,558,21,0,0,247,0,8,0,239,8,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2020-02-23,Sunday,7,8,2,Winter,1,0,0,0,0,0,0,0.0,25.0,20.0,40.9,,0,0,0,68,18,7,12,8,105,109.0,123.0,107.0,124.0,11.2,106.0,122.07,None,0,5,7,3,3,0,3,2,0,2,1,3,7,0,0,28,19,3,0,9,19,0,19,10,4,1,0,6,4,0,4,28,9,5,1,18,9,0,9,0,441,300,13,1,427,13,0,0,171,0,4,0,167,4,0,0,327,0,11,0,316,11,0,0,558,0,20,1,537,20,0,0,239,0,10,0,229,10,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2020-02-24,Monday,1,9,2,Winter,0,0,0,0,0,0,0,0.0,28.6,20.9,53.9,,0,0,0,91,18,6,7,7,122,105.0,109.0,125.0,123.71,11.65,124.0,122.0,None,0,8,5,4,1,0,3,1,1,1,1,3,4,0,0,28,23,2,1,4,23,0,23,10,1,4,0,9,1,0,1,28,8,1,0,20,8,0,8,0,427,0,12,1,414,12,0,0,167,0,5,0,162,5,0,0,316,0,12,0,304,12,0,0,537,0,22,1,514,22,0,0,229,0,2,0,227,2,0,1,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2020-02-25,Tuesday,2,9,2,Winter,0,0,0,0,0,1,0,0.0,26.1,20.0,43.6,,0,0,0,93,17,13,10,9,133,122.0,105.0,131.0,123.29,11.65,127.0,121.86,None,0,4,5,3,5,0,4,3,3,3,1,3,4,0,0,28,25,3,0,3,25,0,25,10,1,0,2,7,1,0,1,28,12,0,1,15,12,0,12,0,414,0,14,1,399,14,0,0,162,0,4,0,158,4,0,0,304,0,11,0,293,11,0,0,514,0,21,1,492,21,0,0,227,0,10,0,217,10,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,7,2,1,1,1,1,4,0,0,1,Watch
2020-02-26,Wednesday,3,9,2,Winter,0,0,0,1,1,0,1,0.0,26.8,15.6,52.3,,0,0,0,100,16,13,13,8,142,133.0,122.0,136.0,123.57,11.85,140.0,122.29,None,0,3,9,2,2,1,6,2,1,4,2,4,7,0,0,28,21,8,0,7,21,0,21,10,3,0,2,5,3,0,3,28,10,4,1,17,10,0,10,0,399,0,13,1,385,13,0,0,158,0,3,0,155,3,0,0,293,0,11,0,282,11,0,0,492,0,21,1,470,21,0,0,217,0,9,0,208,9,0,0,2,20,1,1,1,20,1,1,3,1,2,2,2,2,6,2,1,1,1,1,2,0,0,2,Watch
2020-02-27,Thursday,4,9,2,Winter,0,0,0,0,0,1,0,0.0,27.3,19.5,45.0,,0,0,0,88,21,14,6,7,129,142.0,133.0,137.0,124.43,12.89,119.0,122.43,None,0,4,7,6,4,0,7,5,2,0,1,3,4,0,0,28,23,3,2,3,23,0,23,10,2,1,1,7,2,0,2,28,8,4,2,18,8,0,8,0,385,0,13,1,371,13,0,0,155,0,8,0,147,8,0,0,282,0,13,0,269,13,0,0,470,0,24,1,445,24,0,0,208,0,8,0,200,8,0,0,2,20,1,1,1,20,1,1,2,1,1,2,2,2,6,2,1,1,1,1,4,0,0,2,Watch
2020-02-28,Friday,5,9,2,Winter,0,0,0,0,0,0,0,0.0,25.2,17.5,44.9,,0,0,0,83,18,7,9,8,117,129.0,142.0,123.0,123.29,12.06,110.0,123.14,None,0,3,5,7,3,0,5,1,1,0,1,3,8,0,0,28,20,7,0,8,20,0,20,10,0,2,2,8,0,0,0,28,9,3,1,18,9,0,9,0,371,0,14,1,356,14,0,0,147,0,8,0,139,8,0,0,269,0,11,0,258,11,0,0,445,0,21,1,423,21,0,0,200,0,10,0,190,10,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2020-02-29,Saturday,6,9,2,Winter,1,0,0,0,0,0,0,1.3,27.6,21.4,51.8,,0,0,0,76,19,10,13,6,118,117.0,129.0,109.0,122.43,12.26,115.0,123.64,None,0,5,9,4,1,0,5,2,2,1,2,4,5,0,0,28,19,4,1,8,19,0,19,10,2,0,3,5,2,0,2,28,8,2,0,20,8,0,8,0,356,0,11,1,344,11,0,0,139,0,6,0,133,6,0,0,258,0,11,0,247,11,0,0,423,0,21,1,401,21,0,1,190,0,6,0,184,6,0,0,2,20,1,1,1,8,1,0,2,1,2,1,2,2,6,1,1,1,1,1,2,0,0,1,Watch
2020-03-01,Sunday,7,9,3,Summer,1,0,1,0,0,0,3,0.0,25.5,17.7,56.6,,0,0,0,76,23,8,22,9,129,118.0,117.0,105.0,123.71,11.21,107.0,123.86,Road_Accident_Surge,3,4,5,10,4,1,1,6,0,1,2,4,4,0,0,28,26,2,1,1,26,0,26,10,0,2,0,10,0,0,0,28,7,1,2,19,7,0,7,0,344,0,17,1,326,17,0,0,133,0,11,0,122,11,0,1,247,0,13,0,234,13,0,0,401,0,24,1,376,24,0,0,184,0,3,0,181,3,0,0,2,8,0,0,1,8,0,0,2,1,3,1,1,2,6,1,1,1,2,3,4,0,0,0,Watch
2020-03-02,Monday,1,10,3,Summer,0,0,0,0,0,0,0,0.0,29.3,20.6,42.9,,0,0,0,92,15,8,8,7,123,129.0,118.0,122.0,127.14,8.24,125.0,125.43,None,0,2,6,4,3,1,6,1,1,0,2,4,7,0,0,28,26,5,0,2,26,0,26,10,0,0,2,8,0,0,0,28,9,0,1,18,9,0,9,0,326,0,12,1,313,12,0,0,122,0,5,0,117,5,0,0,234,0,10,0,224,10,0,0,376,0,19,1,356,19,0,0,581,400,8,1,572,8,0,0,2,12,1,0,1,20,1,1,2,1,1,2,1,2,6,1,1,1,1,1,3,0,0,1,Watch
2020-03-03,Tuesday,2,10,3,Summer,0,0,0,0,0,1,0,0.0,27.4,19.4,59.0,,0,0,0,95,18,15,8,9,136,123.0,129.0,133.0,127.29,8.15,131.0,125.29,None,0,6,4,5,3,1,5,8,2,0,2,4,4,0,0,28,27,4,0,1,27,0,27,10,1,0,0,9,1,0,1,28,8,4,0,20,8,0,8,0,313,0,15,1,297,15,0,0,117,0,6,0,111,6,0,0,224,0,12,0,212,12,0,0,356,0,22,1,333,22,0,0,572,0,9,1,562,9,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,7,2,1,1,1,1,4,0,0,1,Watch
2020-03-04,Wednesday,3,10,3,Summer,0,0,0,1,0,0,1,0.0,26.4,18.7,56.5,,0,0,0,101,21,9,14,9,145,136.0,123.0,142.0,127.71,8.51,136.0,125.64,None,0,10,6,5,0,1,4,3,0,2,2,4,5,0,0,28,23,7,0,5,23,0,23,10,4,0,2,4,4,0,4,28,7,4,2,19,7,0,7,0,297,0,15,1,281,15,0,0,111,0,7,0,104,7,0,0,212,0,14,0,198,14,0,1,333,0,25,1,307,25,0,0,562,0,10,1,551,10,0,0,2,8,0,0,1,8,1,0,3,1,2,1,1,2,6,1,1,1,2,2,3,0,0,0,Normal
2020-03-05,Thursday,4,10,3,Summer,0,0,0,0,0,1,0,0.0,24.9,17.9,51.8,,0,0,0,83,21,13,8,7,125,145.0,136.0,129.0,128.14,9.26,137.0,126.29,None,0,5,5,8,3,1,3,8,0,2,2,4,5,0,0,28,25,2,2,1,25,0,25,10,5,1,0,5,5,0,5,28,6,2,1,21,6,0,6,0,281,0,14,1,266,14,0,0,104,0,9,0,95,9,0,0,198,0,12,0,186,12,0,0,1007,700,23,2,982,23,0,0,551,0,5,1,545,5,0,0,2,16,1,1,1,8,0,0,2,1,1,1,2,2,7,2,1,1,1,1,3,0,0,1,Watch
2020-03-06,Friday,5,10,3,Summer,0,0,0,0,0,0,0,0.0,29.0,21.2,54.9,,0,0,0,84,20,8,6,8,118,125.0,145.0,117.0,127.57,9.32,123.0,125.43,None,0,7,5,7,1,1,4,3,0,1,2,4,6,0,0,28,23,7,1,4,23,0,23,10,3,3,1,6,3,0,3,28,8,0,2,18,8,0,8,0,266,0,15,1,250,15,0,0,345,250,8,1,336,8,0,0,186,0,13,0,173,13,0,0,982,0,23,2,957,23,0,0,545,0,7,1,537,7,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2020-03-07,Saturday,6,10,3,Summer,1,0,0,0,0,0,0,0.0,26.5,15.7,52.2,,0,0,0,74,19,9,11,6,113,118.0,125.0,118.0,127.71,9.16,109.0,125.07,None,0,6,6,6,1,0,3,4,2,0,1,3,6,0,0,28,13,11,1,14,13,0,13,10,3,1,0,7,3,0,3,28,10,2,2,16,10,0,10,0,250,0,12,0,238,12,0,0,336,0,7,1,328,7,0,0,173,0,12,0,161,12,0,0,957,0,21,2,934,21,0,0,537,0,11,1,525,11,0,0,2,20,1,1,1,8,0,0,2,1,1,1,2,2,6,1,1,1,1,1,4,0,0,1,Watch
2020-03-08,Sunday,7,10,3,Summer,1,0,0,0,0,0,0,0.0,24.5,18.2,43.4,,0,0,0,78,13,8,14,8,113,113.0,118.0,129.0,127.0,10.04,105.0,125.36,None,0,6,1,2,4,1,3,4,0,1,1,3,4,0,0,28,12,6,0,16,12,0,12,10,5,0,2,3,5,0,5,28,10,1,0,18,10,0,10,0,238,0,12,0,226,12,0,0,328,0,3,1,324,3,0,0,161,0,10,0,151,10,0,0,934,0,17,2,915,17,0,0,525,0,3,1,521,3,0,0,2,8,0,0,1,8,0,0,2,1,2,1,1,2,6,1,1,1,2,2,4,0,0,0,Normal
2020-03-09,Monday,1,11,3,Summer,0,0,0,0,0,0,0,0.0,27.8,19.7,46.5,,0,0,0,94,18,8,7,6,127,113.0,113.0,123.0,124.71,11.09,122.0,125.93,None,0,4,8,2,4,0,6,1,1,0,1,3,5,0,0,28,14,2,1,13,14,0,14,10,4,1,0,6,4,0,4,28,9,3,2,17,9,0,9,0,226,0,10,0,216,10,0,0,324,0,4,1,319,4,0,0,151,0,12,0,139,12,0,0,915,0,22,2,891,22,0,0,521,0,8,1,512,8,0,0,2,12,1,0,1,20,1,1,2,1,1,2,1,2,6,1,1,1,1,1,4,0,0,1,Watch
2020-03-10,Tuesday,2,11,3,Summer,0,0,0,0,0,1,0,0.0,25.2,17.6,47.3,,0,0,0,90,16,15,7,8,128,127.0,113.0,136.0,125.29,11.09,133.0,126.29,None,0,10,4,1,1,0,8,4,3,0,1,3,4,0,0,28,19,2,0,9,19,0,19,10,2,2,1,7,2,0,2,28,10,0,2,16,10,0,10,0,216,0,12,0,204,12,0,0,319,0,2,1,316,2,0,0,419,280,12,0,407,12,0,0,891,0,20,2,869,20,0,0,512,0,4,1,507,4,0,0,2,20,1,1,1,20,1,1,2,1,1,2,2,2,6,2,1,1,1,1,2,0,0,2,Watch
2020-03-11,Wednesday,3,11,3,Summer,0,0,1,1,0,0,3,0.0,27.9,22.5,50.2,,0,0,0,108,13,7,22,9,150,128.0,127.0,145.0,124.14,10.32,142.0,125.93,Road_Accident_Surge,3,5,5,3,0,1,1,2,2,2,2,4,4,0,0,28,19,5,1,8,19,0,19,10,3,1,0,7,3,0,3,28,10,2,2,16,10,0,10,0,204,0,14,0,190,14,0,1,316,0,4,1,311,4,0,0,407,0,11,0,396,11,0,0,869,0,19,2,848,19,0,0,507,0,7,0,500,7,0,0,2,20,1,1,1,8,0,0,3,1,3,1,2,2,6,1,1,1,2,3,3,0,0,1,Watch
2020-03-12,Thursday,4,11,3,Summer,0,0,0,0,0,1,0,0.3,29.4,21.8,47.8,,0,0,0,91,17,11,8,8,127,150.0,128.0,125.0,124.86,11.8,129.0,126.5,None,0,6,5,2,4,0,6,4,1,0,1,3,7,0,0,28,20,4,2,6,20,0,20,10,3,1,2,5,3,0,3,28,12,0,0,16,12,0,12,0,190,0,13,0,177,13,0,0,311,0,4,1,306,4,0,0,396,0,12,0,384,12,0,0,848,0,21,2,825,21,0,0,500,0,6,0,494,6,0,0,2,12,1,0,1,20,1,1,2,1,1,2,1,2,6,2,1,1,1,1,4,0,0,1,Watch
2020-03-13,Friday,5,11,3,Summer,0,0,0,0,0,0,0,0.2,27.8,18.6,46.0,,0,0,0,83,21,8,8,7,120,127.0,150.0,118.0,125.14,11.83,117.0,126.36,None,0,7,5,5,4,1,2,3,1,2,2,4,6,0,0,28,20,3,1,7,20,0,20,10,3,3,1,6,3,0,3,28,10,3,0,18,10,0,10,0,177,0,13,0,164,13,0,0,306,0,7,1,298,7,0,0,384,0,13,0,371,13,0,0,825,0,23,2,800,23,0,0,494,0,5,0,489,5,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2020-03-14,Saturday,6,11,3,Summer,1,0,0,0,0,0,0,1.2,27.2,17.6,47.5,,0,0,0,72,16,8,10,6,106,120.0,127.0,113.0,125.43,11.67,118.0,126.57,None,0,4,3,5,4,0,4,2,0,2,1,3,4,0,0,28,17,6,0,11,17,0,17,10,5,0,0,5,5,0,5,28,8,3,1,19,8,0,8,0,164,0,11,0,153,11,0,0,298,0,6,1,291,6,0,0,371,0,10,0,361,10,0,0,800,0,19,2,779,19,0,0,489,0,4,0,485,4,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2020-03-15,Sunday,7,11,3,Summer,1,0,0,0,0,0,0,0.0,26.4,19.3,50.3,,0,0,0,70,15,8,10,6,103,106.0,120.0,113.0,124.43,12.93,129.0,125.71,None,0,5,3,5,2,0,2,4,1,1,1,3,5,0,0,28,10,9,1,17,10,0,10,10,3,3,0,7,3,0,3,28,11,0,0,17,11,0,11,0,153,0,11,0,142,11,0,0,291,0,6,1,284,6,0,0,361,0,10,0,351,10,0,0,779,0,18,2,759,18,0,0,485,0,8,0,477,8,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
