date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2020-03-17,Tuesday,2,12,3,Summer,0,0,0,0,0,1,0,0.0,27.4,18.8,43.6,,0,0,0,89,16,12,5,7,122,128.0,103.0,128.0,123.14,14.6,136.0,124.21,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,8,33,15,1,1,41,8,8,13,10,6,33,14,9,2,2,0,Watch
2020-03-18,Wednesday,3,12,3,Summer,0,0,0,1,0,0,1,0.0,26.6,18.1,51.7,,0,0,0,100,21,10,10,8,141,122.0,128.0,150.0,122.29,14.47,145.0,123.21,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,10,42,19,1,1,45,10,9,12,12,9,48,25,10,2,2,0,Watch
2020-03-19,Thursday,4,12,3,Summer,0,0,0,0,0,1,0,0.0,30.2,21.6,46.3,,0,0,0,88,17,13,8,10,126,141.0,122.0,127.0,121.0,12.17,125.0,122.93,2,1,1,1,1,2,5,1,1,2,1,6,4,3,12,4,8,35,16,1,1,44,11,9,13,12,9,32,17,9,2,1,0,Watch
2020-03-20,Friday,5,12,3,Summer,0,0,0,0,0,0,0,0.0,25.0,16.6,52.2,,0,0,0,86,21,6,9,7,122,126.0,141.0,120.0,120.86,12.1,118.0,123.0,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,41,18,1,1,40,10,10,10,12,10,37,16,10,2,3,0,High
2020-03-21,Saturday,6,12,3,Summer,1,0,0,0,0,0,0,0.0,29.9,23.4,48.0,,0,0,0,72,20,9,11,6,112,122.0,126.0,106.0,121.14,12.1,113.0,123.29,2,1,1,1,1,2,4,1,1,1,1,4,3,3,13,4,9,38,16,1,1,42,10,9,17,11,9,51,19,8,2,0,0,Normal
2020-03-22,Sunday,7,12,3,Summer,1,0,0,0,0,0,0,0.0,29.1,24.0,49.0,,0,0,0,73,16,8,13,8,110,112.0,122.0,103.0,122.0,11.17,113.0,123.21,2,1,1,1,1,2,4,1,1,1,1,5,4,3,12,3,8,32,14,1,1,33,14,7,16,11,6,38,17,9,2,1,0,Watch
2020-03-23,Monday,1,13,3,Summer,0,0,0,0,0,0,0,0.0,27.7,19.9,42.8,,0,0,0,101,14,8,10,8,133,110.0,112.0,128.0,123.0,9.64,127.0,123.0,2,1,1,1,1,2,5,1,1,2,1,5,4,3,10,3,7,32,14,1,1,37,11,7,12,11,7,37,15,11,2,0,0,Normal
2020-03-24,Tuesday,2,13,3,Summer,0,0,0,0,0,1,0,0.4,27.2,19.0,47.6,,0,0,0,93,19,13,5,8,130,133.0,110.0,122.0,123.71,10.15,128.0,123.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,38,17,1,1,51,10,8,16,13,11,43,23,8,3,0,0,Normal
2020-03-25,Wednesday,3,13,3,Summer,0,0,0,1,0,0,1,0.0,29.1,22.0,44.6,,0,0,0,98,18,8,13,8,137,130.0,133.0,141.0,124.86,10.34,150.0,123.57,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,37,16,1,1,41,11,6,15,12,11,47,14,9,2,1,0,Watch
2020-03-26,Thursday,4,13,3,Summer,0,0,0,0,0,1,0,0.0,30.1,22.7,42.4,,0,0,0,85,17,13,11,7,126,137.0,130.0,126.0,124.29,9.51,127.0,122.64,2,1,1,1,1,2,5,1,1,2,1,4,4,3,13,4,8,34,16,1,1,38,12,2,14,13,10,40,22,9,2,1,0,Watch
2020-03-27,Friday,5,13,3,Summer,0,0,0,0,0,0,0,0.0,29.1,22.4,39.4,,0,0,0,85,17,10,7,6,119,126.0,137.0,122.0,124.29,9.51,120.0,122.57,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,8,34,16,1,1,48,11,4,9,12,8,45,20,13,2,1,0,Watch
2020-03-28,Saturday,6,13,3,Summer,1,0,0,0,0,0,0,0.0,25.0,16.2,52.5,,0,0,0,79,15,10,9,6,113,119.0,126.0,112.0,123.86,9.67,106.0,122.5,2,1,1,1,1,2,5,1,1,1,1,4,3,2,11,3,7,31,15,1,1,36,11,9,10,12,7,43,13,9,2,2,0,Watch
2020-03-29,Sunday,7,13,3,Summer,1,0,0,0,0,0,0,0.0,32.2,22.8,44.1,,0,0,0,73,17,8,9,6,107,113.0,119.0,110.0,124.0,9.5,103.0,123.0,2,1,1,1,1,2,4,1,1,1,1,4,3,3,11,4,8,33,15,1,1,45,15,7,9,13,8,39,21,13,2,1,0,Watch
2020-03-30,Monday,1,14,3,Summer,0,0,1,0,0,0,3,0.0,30.6,24.2,48.0,,0,0,0,97,19,8,17,9,141,107.0,113.0,133.0,123.57,10.17,128.0,123.29,2,1,1,1,1,2,6,1,1,2,1,5,5,3,14,4,9,39,18,2,1,47,13,6,15,12,7,41,25,10,2,1,0,Watch
2020-03-31,Tuesday,2,14,3,Summer,0,0,0,0,0,1,0,0.0,28.3,19.2,46.7,,0,0,0,94,21,16,5,8,136,141.0,107.0,130.0,124.71,11.52,122.0,124.21,2,1,1,1,1,2,5,2,1,2,1,5,3,3,13,4,10,41,18,1,1,46,11,8,16,12,9,39,16,6,2,3,0,High
2020-04-01,Wednesday,3,14,4,Summer,0,0,0,1,0,0,1,0.0,27.2,20.2,46.0,,0,0,0,97,19,8,17,9,141,136.0,141.0,137.0,125.57,12.09,141.0,125.21,2,1,1,1,1,2,6,1,1,2,1,5,5,3,14,4,9,39,18,2,1,27,11,8,12,11,10,48,19,11,2,1,0,Watch
2020-04-02,Thursday,4,14,4,Summer,0,0,0,0,0,1,0,0.0,29.5,23.0,49.6,,0,0,0,89,15,15,8,8,127,141.0,136.0,126.0,126.14,12.7,126.0,125.21,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,3,7,32,15,1,1,42,11,7,11,11,7,30,17,6,2,2,0,Watch
2020-04-03,Friday,5,14,4,Summer,0,0,0,0,0,0,0,0.0,25.3,18.5,56.2,,0,0,0,87,22,7,7,7,123,127.0,141.0,119.0,126.29,12.7,122.0,125.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,42,18,1,1,54,10,8,13,11,8,52,23,8,2,1,0,Watch
2020-04-04,Saturday,6,14,4,Summer,1,0,0,0,0,0,0,0.0,29.0,23.2,48.2,,0,0,0,76,18,9,11,7,114,123.0,127.0,113.0,126.86,12.45,112.0,125.36,2,1,1,1,1,2,5,1,1,1,1,4,4,3,12,4,9,35,16,1,1,40,11,10,12,13,10,40,19,13,2,0,0,Normal
2020-04-05,Sunday,7,14,4,Summer,1,0,0,0,0,0,0,0.7,29.8,24.1,48.6,,0,0,0,68,13,9,11,7,101,114.0,123.0,107.0,127.0,12.29,110.0,125.5,2,1,1,1,1,2,4,1,1,1,1,4,4,3,11,3,6,27,13,1,1,31,12,8,9,10,6,33,11,10,3,2,0,Watch
2020-04-06,Monday,1,15,4,Summer,0,0,0,0,0,0,0,0.0,28.9,20.1,51.9,,0,0,0,97,16,9,8,8,130,101.0,114.0,141.0,126.14,13.78,133.0,124.86,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,8,34,15,1,1,41,11,13,10,11,6,36,20,9,2,2,0,Watch
2020-04-07,Tuesday,2,15,4,Summer,0,0,0,0,0,1,0,0.0,28.3,20.6,44.9,,0,0,0,94,17,14,7,9,132,130.0,101.0,136.0,124.57,12.57,130.0,124.64,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,8,35,16,1,1,42,11,8,14,12,6,47,21,14,2,1,0,Watch
2020-04-08,Wednesday,3,15,4,Summer,0,0,0,1,0,0,1,0.0,28.4,21.1,43.3,,0,0,0,95,17,8,12,8,132,132.0,130.0,141.0,124.0,12.12,137.0,124.79,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,8,35,16,1,1,47,12,12,14,13,8,40,13,12,2,1,0,Watch
2020-04-09,Thursday,4,15,4,Summer,0,0,0,0,0,1,0,0.0,28.9,20.7,50.8,,0,0,0,88,21,14,5,8,128,132.0,132.0,127.0,122.71,10.63,126.0,124.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,10,41,18,1,1,49,11,9,16,12,8,55,22,9,2,1,0,Watch
2020-04-10,Friday,5,15,4,Summer,0,0,0,0,0,0,0,0.0,28.3,18.6,50.0,,0,0,0,89,17,9,8,7,123,128.0,132.0,123.0,122.86,10.7,119.0,124.57,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,35,16,1,1,44,11,8,12,13,9,40,17,9,2,0,0,Normal
2020-04-11,Saturday,6,15,4,Summer,1,0,0,0,0,0,0,1.6,29.2,22.6,52.2,,0,0,0,82,15,9,13,7,119,123.0,128.0,114.0,122.86,10.7,113.0,124.86,2,1,1,1,1,2,5,1,1,1,1,4,4,3,12,3,7,31,15,1,1,32,15,8,15,10,9,38,12,7,3,1,0,Watch
2020-04-12,Sunday,7,15,4,Summer,1,0,0,0,0,0,0,0.0,30.5,24.9,48.4,,0,0,0,75,20,8,9,5,112,119.0,123.0,101.0,123.57,10.24,107.0,125.29,2,1,1,1,1,2,4,1,1,1,1,3,3,2,12,4,9,38,16,1,1,41,12,8,13,12,7,49,15,10,3,2,0,Watch
2020-04-13,Monday,1,16,4,Summer,0,0,0,0,0,0,0,0.0,30.0,22.7,46.2,,0,0,0,93,20,9,7,8,129,112.0,119.0,130.0,125.14,6.98,141.0,125.64,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,40,17,1,1,40,8,6,11,12,10,36,16,9,2,3,0,High
2020-04-14,Tuesday,2,16,4,Summer,0,0,0,0,0,1,0,0.0,28.5,20.5,50.9,,0,0,0,94,19,11,9,5,133,129.0,112.0,132.0,125.0,6.89,136.0,124.79,2,1,1,1,1,2,5,1,1,2,1,3,3,2,13,4,9,38,17,1,1,46,12,11,12,13,8,39,16,10,2,3,0,High
2020-04-15,Wednesday,3,16,4,Summer,0,0,0,1,0,0,1,0.0,29.5,20.3,44.0,,0,0,0,96,19,9,11,8,135,133.0,129.0,132.0,125.14,7.04,141.0,124.57,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,39,17,1,1,42,11,7,12,13,8,41,19,9,2,2,0,Watch
2020-04-16,Thursday,4,16,4,Summer,0,0,0,0,0,1,0,0.0,29.0,19.9,47.2,,0,0,0,93,14,15,7,7,129,135.0,133.0,128.0,125.57,7.52,127.0,124.14,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,31,14,1,1,42,10,4,13,12,7,35,12,7,2,1,0,Watch
2020-04-17,Friday,5,16,4,Summer,0,0,0,0,0,0,0,1.0,29.6,22.6,43.7,,0,0,0,86,13,8,6,5,113,129.0,135.0,123.0,125.71,7.57,123.0,124.29,2,1,1,1,1,2,5,1,1,1,1,3,2,2,9,3,6,29,14,1,1,45,12,9,8,11,6,29,20,8,2,1,0,Watch
2020-04-18,Saturday,6,16,4,Summer,1,0,0,0,0,0,0,0.0,34.3,26.2,42.0,,0,0,0,75,18,8,11,7,112,113.0,129.0,119.0,124.29,8.79,114.0,123.57,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,4,9,35,15,1,1,44,11,8,15,11,10,41,15,11,2,0,0,Normal
2020-04-19,Sunday,7,16,4,Summer,1,0,0,0,0,0,0,0.0,31.2,24.0,44.1,,0,0,0,75,16,8,12,7,111,112.0,113.0,112.0,123.29,9.69,101.0,123.43,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,3,8,32,14,1,1,36,11,5,10,11,7,30,12,8,2,4,0,High
2020-04-20,Monday,1,17,4,Summer,0,0,0,0,0,0,0,0.0,30.5,22.4,50.7,,0,0,0,96,22,9,7,7,134,111.0,112.0,129.0,123.14,9.86,130.0,124.14,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,4,10,43,18,1,1,45,10,9,13,12,10,53,18,8,2,0,0,Normal
2020-04-21,Tuesday,2,17,4,Summer,0,0,0,0,0,1,0,0.0,31.2,23.5,43.8,,0,0,0,94,18,14,8,8,134,134.0,111.0,133.0,123.86,10.43,132.0,124.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,4,9,37,16,1,1,44,12,12,12,12,8,44,22,7,2,2,0,Watch
2020-04-22,Wednesday,3,17,4,Summer,0,0,0,1,1,0,1,0.0,31.9,23.5,55.3,,0,0,0,102,20,12,10,10,144,134.0,134.0,135.0,124.0,10.56,132.0,124.57,2,1,1,1,1,2,6,1,1,2,1,6,4,3,13,4,9,41,18,1,1,46,7,8,17,12,11,46,24,7,2,0,0,Normal
2020-04-23,Thursday,4,17,4,Summer,0,0,0,0,0,1,0,0.2,31.2,24.5,42.1,,0,0,0,91,16,15,7,8,129,144.0,134.0,129.0,125.29,12.23,128.0,125.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,3,8,34,15,1,1,29,11,8,13,11,10,41,17,10,2,0,0,Normal
2020-04-24,Friday,5,17,4,Summer,0,0,0,0,0,0,0,1.0,30.3,21.6,45.0,,0,0,0,87,14,7,8,4,116,129.0,144.0,113.0,125.29,12.23,123.0,125.5,2,1,1,1,1,2,5,1,1,1,1,3,2,2,10,3,7,30,14,1,1,40,12,9,11,12,6,41,14,8,2,1,0,Watch
2020-04-25,Saturday,6,17,4,Summer,1,0,0,0,0,0,0,0.0,31.8,24.4,47.0,,0,0,0,77,20,8,11,8,116,116.0,129.0,112.0,125.71,11.84,119.0,125.0,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,9,38,17,1,1,41,10,11,12,12,11,43,21,9,2,1,0,Watch
2020-04-26,Sunday,7,17,4,Summer,1,0,0,0,0,0,0,0.0,32.7,22.4,41.9,,0,0,0,76,16,8,12,6,112,116.0,116.0,111.0,126.29,11.25,112.0,124.79,2,1,1,1,1,2,4,1,1,1,1,4,3,2,12,3,8,32,14,1,1,38,11,9,11,10,6,42,15,10,2,2,0,Watch
2020-04-27,Monday,1,18,4,Summer,0,0,0,0,0,0,0,0.0,33.6,22.2,37.9,,0,0,0,92,12,11,7,7,122,112.0,116.0,134.0,126.43,11.06,129.0,124.79,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,6,28,13,1,1,44,8,8,10,10,7,27,18,7,2,1,0,Watch
2020-04-28,Tuesday,2,18,4,Summer,0,0,0,0,0,1,0,1.0,31.2,23.4,46.0,,0,0,0,88,17,14,5,7,124,122.0,112.0,134.0,124.71,10.67,133.0,124.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,35,16,1,1,44,11,6,13,13,7,42,16,9,2,1,0,Watch
2020-04-29,Wednesday,3,18,4,Summer,0,0,0,1,0,0,1,0.0,31.9,26.5,48.0,,0,0,0,102,20,10,12,8,144,124.0,122.0,144.0,123.29,9.98,135.0,123.64,2,1,1,1,1,2,6,1,1,2,1,5,4,3,14,4,9,41,18,1,1,48,11,12,17,13,8,54,24,9,2,1,0,Watch
2020-04-30,Thursday,4,18,4,Summer,0,0,0,0,0,1,0,0.0,30.8,22.3,47.9,,0,0,0,90,19,15,6,6,130,144.0,124.0,129.0,123.29,9.98,129.0,124.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,4,9,38,17,1,1,37,7,8,14,13,10,34,14,8,2,2,0,Watch
2020-05-01,Friday,5,18,5,Summer,0,1,0,0,0,0,1,0.0,34.6,26.3,47.4,,0,0,0,86,21,8,7,7,122,130.0,144.0,116.0,123.43,10.07,113.0,124.36,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,41,18,1,1,36,12,10,10,13,12,44,18,8,2,1,0,Watch
2020-05-02,Saturday,6,18,5,Summer,1,0,0,0,0,0,0,0.0,32.7,24.1,47.8,,0,0,0,78,18,9,12,8,117,122.0,130.0,116.0,124.29,9.65,112.0,125.0,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,9,35,16,1,1,47,11,8,15,12,9,33,21,6,1,1,0,Watch
2020-05-03,Sunday,7,18,5,Summer,1,0,0,0,0,0,0,0.0,32.2,25.2,47.0,,0,0,0,73,18,10,11,9,112,117.0,122.0,112.0,124.43,9.53,111.0,125.36,2,1,1,1,1,2,4,1,1,1,1,5,4,3,13,4,9,35,15,1,1,46,11,9,17,13,9,33,13,7,2,2,0,Watch
2020-05-04,Monday,1,19,5,Summer,0,0,0,0,0,0,0,0.2,31.6,23.2,47.8,,0,0,0,96,20,9,7,9,132,112.0,117.0,122.0,124.43,9.53,134.0,125.43,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,9,40,17,1,1,49,9,6,15,11,8,53,22,11,2,1,0,Watch
2020-05-05,Tuesday,2,19,5,Summer,0,0,0,0,0,1,0,0.0,32.9,25.8,49.4,,0,0,0,94,17,14,6,7,131,132.0,112.0,124.0,125.86,9.8,134.0,125.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,8,35,16,1,1,43,7,9,11,12,6,35,14,7,2,3,0,High
2020-05-06,Wednesday,3,19,5,Summer,0,0,0,1,0,0,1,0.0,32.7,24.0,48.5,,0,0,0,100,15,10,13,9,138,131.0,132.0,144.0,126.86,9.92,144.0,125.07,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,7,33,15,1,1,45,12,10,15,10,8,31,18,9,2,1,0,Watch
2020-05-07,Thursday,4,19,5,Summer,0,0,0,0,0,1,0,1.0,34.5,23.2,42.3,,0,0,0,86,16,12,8,7,122,138.0,131.0,130.0,126.0,8.57,129.0,124.64,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,8,33,15,1,1,44,11,8,14,11,6,38,14,9,2,2,0,Watch
2020-05-08,Friday,5,19,5,Summer,0,0,0,0,0,0,0,0.0,33.3,24.7,53.8,,0,0,0,82,16,7,7,6,112,122.0,138.0,122.0,124.86,8.49,116.0,124.14,2,1,1,1,1,2,4,1,1,1,1,4,3,2,10,3,8,33,14,1,1,42,12,8,9,11,8,37,16,8,2,1,0,Watch
2020-05-09,Saturday,6,19,5,Summer,1,0,0,0,0,0,0,0.0,31.8,21.3,42.9,,0,0,0,78,17,7,11,7,113,112.0,122.0,117.0,123.43,9.62,116.0,123.86,2,1,1,1,1,2,5,1,1,1,1,4,4,3,11,4,8,34,16,1,1,46,12,8,12,11,8,38,15,8,2,1,0,Watch
2020-05-10,Sunday,7,19,5,Summer,1,0,0,0,0,0,0,0.0,32.2,25.2,46.6,,0,0,0,77,16,8,12,8,113,113.0,112.0,112.0,122.86,10.09,112.0,123.64,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,8,32,15,1,1,42,11,6,14,12,10,44,21,10,2,0,0,Normal
2020-05-11,Monday,1,20,5,Summer,0,0,0,0,0,0,0,0.0,31.9,23.0,46.5,,0,0,0,95,15,7,7,6,124,113.0,113.0,132.0,123.0,9.94,122.0,123.71,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,7,32,15,1,1,39,12,6,12,11,8,40,16,9,2,0,0,Normal
2020-05-12,Tuesday,2,20,5,Summer,0,0,0,0,0,1,0,0.0,32.9,25.8,54.4,,0,0,0,95,16,12,9,7,132,124.0,113.0,131.0,121.86,9.28,124.0,123.86,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,3,8,34,15,1,1,47,10,8,14,12,8,47,15,11,2,0,0,Normal
2020-05-13,Wednesday,3,20,5,Summer,0,0,0,1,0,0,1,0.0,31.0,23.1,46.0,,0,0,0,99,13,10,13,8,135,132.0,124.0,138.0,122.0,9.43,144.0,124.43,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,6,30,14,1,1,28,11,11,10,12,6,27,17,9,2,2,0,Watch
2020-05-14,Thursday,4,20,5,Summer,0,0,0,0,0,1,0,0.0,30.2,23.1,43.7,,0,0,0,91,10,15,5,7,121,135.0,132.0,122.0,121.57,8.73,130.0,123.79,2,1,1,1,1,2,5,1,1,2,1,4,3,2,9,2,5,25,12,1,1,44,11,6,10,10,4,26,12,9,2,1,0,Watch
2020-05-15,Friday,5,20,5,Summer,0,0,0,0,0,0,0,0.6,33.3,24.0,46.1,Diarrheal,3,1,5,100,34,9,7,7,150,121.0,135.0,112.0,121.43,8.73,122.0,123.14,2,1,1,1,1,2,6,1,1,2,1,4,3,5,17,24,29,61,36,2,1,42,12,10,17,35,29,74,35,9,2,1,0,Watch
2020-05-16,Saturday,6,20,5,Summer,1,0,0,0,0,0,0,0.0,32.2,23.7,49.9,Diarrheal,3,1,5,82,29,11,10,7,132,150.0,121.0,113.0,126.86,12.28,117.0,125.14,2,1,1,1,1,2,5,1,1,2,1,4,3,5,16,21,25,52,31,2,1,39,12,6,14,27,29,61,35,11,2,1,0,Watch
2020-05-17,Sunday,7,20,5,Summer,1,0,0,0,0,0,0,0.1,35.1,27.1,45.8,Diarrheal,3,1,4,88,37,10,9,9,144,132.0,150.0,113.0,129.57,10.94,112.0,126.21,2,2,1,1,1,2,6,1,1,2,1,5,4,6,19,26,32,65,38,2,1,40,10,8,20,42,36,78,44,8,2,0,0,Watch
2020-05-18,Monday,1,21,5,Summer,0,0,0,0,0,0,0,0.0,35.0,25.6,47.7,Diarrheal,3,1,4,105,31,8,6,7,150,144.0,132.0,124.0,134.0,9.52,132.0,128.5,2,1,1,1,1,2,6,1,1,2,1,4,3,5,15,22,27,57,33,2,1,44,9,9,17,38,26,54,45,8,2,2,0,Watch
2020-05-19,Tuesday,2,21,5,Summer,0,0,0,0,0,1,0,0.0,28.5,21.0,57.0,Diarrheal,3,1,4,109,34,14,7,11,164,150.0,144.0,132.0,137.71,9.95,131.0,129.79,2,1,1,1,1,2,6,1,1,2,1,7,4,6,18,24,29,62,36,2,1,44,10,8,22,39,30,79,48,8,2,0,0,Watch
2020-05-20,Wednesday,3,21,5,Summer,0,0,0,1,0,0,1,0.0,33.3,24.7,47.0,Diarrheal,3,1,5,112,33,10,14,10,169,164.0,150.0,135.0,142.29,13.12,138.0,132.14,3,1,1,1,1,2,7,1,1,2,1,6,5,6,19,24,29,61,36,2,1,43,12,8,23,42,30,57,31,13,3,2,0,Watch
2020-05-21,Thursday,4,21,5,Summer,0,0,0,0,0,1,0,0.4,29.2,20.6,49.4,Diarrheal,3,1,5,98,29,14,7,9,148,169.0,164.0,121.0,147.14,15.59,122.0,134.36,2,1,1,1,1,2,6,1,1,2,1,5,4,5,16,21,25,54,32,2,1,40,11,9,15,27,30,56,29,8,1,2,0,Watch
2020-05-22,Friday,5,21,5,Summer,0,0,0,0,0,0,0,0.0,33.4,22.1,48.6,Diarrheal,3,1,5,98,27,8,8,7,141,148.0,169.0,150.0,151.0,11.43,112.0,136.21,2,1,1,1,1,2,6,1,1,2,1,4,3,4,14,19,23,51,30,1,1,49,12,9,13,26,17,68,37,6,2,2,0,Watch
2020-05-23,Saturday,6,21,5,Summer,1,0,0,0,0,0,0,0.0,33.1,25.9,48.2,Diarrheal,3,1,4,90,32,7,8,8,137,141.0,148.0,132.0,149.71,11.96,113.0,138.29,2,1,1,1,1,2,5,1,1,2,1,5,3,5,16,23,28,57,33,2,1,42,11,9,19,30,33,53,30,5,2,2,0,Watch
2020-05-24,Sunday,7,21,5,Summer,1,0,0,0,0,0,0,1.1,33.9,24.5,41.2,Diarrheal,3,1,5,87,37,10,13,10,147,137.0,141.0,144.0,150.43,10.99,113.0,140.0,2,2,1,1,1,2,6,1,1,2,1,6,5,6,20,26,32,65,38,2,1,46,11,6,20,30,25,65,33,12,2,2,0,Watch
2020-05-25,Monday,1,22,5,Summer,0,0,0,0,0,0,0,0.0,31.9,23.0,46.0,Diarrheal,3,1,5,106,26,9,6,8,147,147.0,137.0,150.0,150.86,10.79,124.0,142.43,2,1,1,1,1,2,6,1,1,2,1,5,3,5,14,19,23,50,29,1,1,44,11,9,11,32,26,59,36,9,2,1,0,Watch
2020-05-26,Tuesday,2,22,5,Summer,0,0,0,0,0,1,0,0.0,33.3,25.7,43.3,Diarrheal,3,1,5,103,27,14,9,9,153,147.0,147.0,164.0,150.43,10.87,132.0,144.07,2,1,1,1,1,2,6,1,1,2,1,5,4,5,16,19,23,51,30,2,1,45,12,8,20,29,30,62,37,8,2,0,0,Watch
2020-05-27,Wednesday,3,22,5,Summer,0,0,0,1,0,0,1,0.0,30.2,21.3,44.3,Diarrheal,3,1,5,112,31,8,13,9,164,153.0,147.0,169.0,148.86,9.51,135.0,145.57,3,1,1,1,1,2,6,1,1,2,1,5,4,5,17,22,27,58,33,2,1,41,11,8,22,38,30,54,32,9,2,2,0,Watch
2020-05-28,Thursday,4,22,5,Summer,0,0,0,0,0,1,0,0.0,35.2,26.9,46.1,Diarrheal,3,1,5,96,32,13,3,8,144,164.0,153.0,148.0,148.14,8.04,121.0,147.64,2,1,1,1,1,2,6,1,1,2,1,5,3,5,16,23,28,58,34,1,1,47,11,9,16,42,35,72,35,10,2,0,0,Watch
2020-05-29,Friday,5,22,5,Summer,0,0,0,0,0,0,0,0.0,32.1,22.2,50.8,Diarrheal,3,1,5,97,31,9,4,6,141,144.0,164.0,141.0,147.57,8.17,150.0,149.29,2,1,1,1,1,2,6,1,1,2,1,4,2,4,15,22,27,57,33,1,1,44,15,7,15,39,34,67,27,9,2,1,0,Watch
2020-05-30,Saturday,6,22,5,Summer,1,0,0,0,0,0,0,0.0,33.2,23.3,50.0,Diarrheal,3,1,5,88,32,10,9,10,139,141.0,144.0,137.0,147.57,8.17,132.0,148.64,2,1,1,1,1,2,5,1,1,2,1,6,4,6,17,23,28,57,33,2,1,39,11,8,15,29,31,65,28,9,3,2,0,Watch
2020-05-31,Sunday,7,22,5,Summer,1,0,0,0,0,0,0,0.0,31.9,23.8,42.5,Diarrheal,3,1,5,88,30,8,12,8,138,139.0,141.0,147.0,147.86,7.83,144.0,149.14,2,1,1,1,1,2,5,1,1,2,1,5,4,5,17,21,26,54,31,2,1,40,11,6,22,26,21,63,31,9,2,1,0,Watch
2020-06-01,Monday,1,23,6,Monsoon,0,0,0,0,0,0,0,66.6,35.0,26.0,90.5,Diarrheal,3,1,5,104,55,6,8,9,173,138.0,139.0,147.0,146.57,8.57,150.0,148.71,2,2,1,1,1,2,7,1,2,2,1,5,4,7,24,39,47,93,53,2,1,41,9,8,26,46,53,125,43,9,2,1,0,Watch
2020-06-02,Tuesday,2,23,6,Monsoon,0,0,0,0,0,1,0,26.5,33.0,24.9,72.5,Diarrheal,3,1,3,99,42,12,5,9,158,173.0,138.0,153.0,150.29,12.62,164.0,150.36,2,2,1,1,1,2,6,1,1,2,1,5,3,6,20,30,36,73,42,2,1,42,11,9,23,46,29,73,48,8,2,1,0,Watch
